Date,Region,stock_nappe,precip_tot,T2M,surf_agri,prelev_agri_pct,prelev_dom_pct,prelev_ind_pct,press_ress_int,prelev_total_bm3,indice_stress,croiss_pop,ress_capita,indice_aridite
2021-09-01,Loukkos,14.246125225,16.46,24.96,295534.859915069,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.00806207551204,779.506910651675,0.470823798627002
2021-10-01,Loukkos,9.9687784875,3.21,21.64,295085.167558904,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.00820326023703,778.859610189845,0.101453855878635
2021-11-01,Loukkos,7.013651468,74,13.71,294620.485457534,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.00834915111952,778.190733045954,3.12104597216364
2021-12-01,Loukkos,5.824051915,70.32,12.6,294170.79310137,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.00849033584452,777.543432584124,3.11150442477876
2022-01-01,Loukkos,4.152964494,9.47,11.67,293706.111,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.00863622672701,776.874555440233,0.437009690816797
2022-02-01,Loukkos,3.3843657975,10.3,14.17,294060.831515069,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.00976713946883,776.874555440233,0.426148117501034
2022-03-01,Loukkos,3.480225475,125.38,13.08,294381.224238356,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.01078860904208,776.874555440233,5.43240901213172
2022-04-01,Loukkos,10.2774763075,71.64,15.21,294735.944753425,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.01191952178389,776.874555440233,2.84172947243157
2022-05-01,Loukkos,5.859327602,18.79,22.12,295079.222671233,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.01301395346952,776.874555440233,0.584993773349938
2022-06-01,Loukkos,7.06733513,1.38,25.35,295433.943186301,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.01414486621134,776.874555440233,0.039038189533239
2022-07-01,Loukkos,11.0082524,0.16,31.6,295777.22110411,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.01523929789696,776.874555440233,0.00384615384615385
2022-08-01,Loukkos,10.616074752,2.88,28.62,296131.941619178,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.01637021063878,776.874555440233,0.0745727602278612
2022-09-01,Loukkos,9.216962575,9.13,24.29,296486.662134247,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.01750112338059,776.874555440233,0.266258384368621
2022-10-01,Loukkos,5.915768718,6.26,23.58,296829.940052055,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.01859555506622,776.874555440233,0.186420488385944
2022-11-01,Loukkos,3.8562390825,49.01,17.05,297184.660567123,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.01972646780804,776.874555440233,1.81182994454713
2022-12-01,Loukkos,29.084879535,301.08,14.11,297527.938484932,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.02082089949366,776.874555440233,12.4877644131066
